p,n,DC,glasso,SCAD,adapt,n_p
283,400,0.35999999998603016,0.10499999998137355,0.08400000003166497,0.027999999932944775,400_283
283,400,0.3680000000167638,0.10499999998137355,0.07700000004842877,0.029999999911524355,400_283
283,400,0.48499999998603016,0.16599999996833503,0.09700000006705523,0.029999999911524355,400_283
283,400,0.48699999996460974,0.16200000001117587,0.10100000002421439,0.029999999911524355,400_283
283,400,0.36400000005960464,0.106000000028871,0.07900000002700835,0.028999999980442226,400_283
283,400,0.37399999995250255,0.10900000005494803,0.07999999995809048,0.028999999980442226,400_283
400,400,1.25,0.31200000003445894,0.23300000000745058,0.07699999993201345,400_400
400,400,1.2650000000139698,0.3140000000130385,0.24800000002142042,0.07700000004842877,400_400
400,400,1.25,0.31299999996554106,0.25100000004749745,0.07699999993201345,400_400
400,400,1.253000000026077,0.31500000006053597,0.25300000002607703,0.0779999999795109,400_400
400,400,1.3869999999878928,0.31200000003445894,0.23200000007636845,0.0779999999795109,400_400
400,400,1.2519999999785796,0.31200000003445894,0.23499999998603016,0.08299999998416752,400_400
400,400,1.2480000000214204,0.31200000003445894,0.25,0.08100000000558794,400_400
400,400,1.2550000000046566,0.3109999999869615,0.231000000028871,0.07900000002700835,400_400
400,400,1.2419999999692664,0.31700000003911555,0.2289999999338761,0.07700000004842877,400_400
400,400,1.2770000000018626,0.337000000057742,0.2550000000046566,0.07600000000093132,400_400
566,400,3.79300000006333,1.2789999999804422,0.7900000000372529,0.20400000002700835,400_566
566,400,3.9429999999701977,1.271999999997206,0.7950000000419095,0.20600000000558794,400_566
566,400,3.790000000037253,1.274000000092201,0.7919999998994172,0.20800000010058284,400_566
566,400,3.811000000103377,1.2709999999497086,0.9490000000223517,0.20200000004842877,400_566
566,400,3.7770000000018626,1.2709999999497086,0.7900000000372529,0.20600000000558794,400_566
566,400,3.7830000000540167,1.2800000000279397,0.7830000000540167,0.3729999999050051,400_566
566,400,3.780999999959022,1.2759999999543652,0.7839999999850988,0.20499999995809048,400_566
566,400,3.7690000000875443,1.2760000000707805,0.7870000000111759,0.2289999999338761,400_566
566,400,3.76500000001397,1.271999999997206,0.7850000000325963,0.2029999999795109,400_566
566,400,3.787999999942258,1.2709999999497086,0.7880000000586733,0.21099999989382923,400_566
800,400,7.554000000003725,2.2850000000325963,1.6110000000335276,0.5499999999301508,400_800
800,400,7.434999999939464,2.27800000004936,1.746999999973923,0.5479999999515712,400_800
800,400,7.454000000027008,2.321999999927357,1.7650000000139698,0.5489999999990687,400_800
800,400,7.51300000003539,2.2929999999469146,1.771000000066124,0.5479999999515712,400_800
800,400,7.569000000017695,2.3199999999487773,1.77800000004936,0.5450000000419095,400_800
800,400,7.79300000006333,2.3510000000242144,1.6499999999068677,0.5600000000558794,400_800
800,400,7.4230000000679865,2.2859999999636784,1.7510000000474975,0.5479999999515712,400_800
800,400,7.385000000009313,2.440000000060536,1.5899999999674037,0.7060000000055879,400_800
800,400,7.847999999998137,2.3360000000102445,1.6080000000074506,0.5509999999776483,400_800
800,400,7.733000000007451,2.3479999999981374,1.7729999999282882,0.5470000000204891,400_800
