p,n,DC,glasso,SCAD,adapt,n_p
100,50,0.027000000001862645,0.0070000000996515155,0.004000000073574483,0.001999999978579581,50_100
100,50,0.027000000001862645,0.008000000030733645,0.003999999957159162,0.001999999978579581,50_100
100,50,0.030999999959021807,0.006999999983236194,0.005000000004656613,0.001999999978579581,50_100
100,50,0.025999999954365194,0.010000000009313226,0.006000000052154064,0.001999999978579581,50_100
50,100,0.013000000035390258,0.001999999978579581,9.999999310821295e-4,0.0010000000474974513,100_50
50,100,0.011999999987892807,0.0010000000474974513,9.999999310821295e-4,0.0010000000474974513,100_50
50,100,0.006000000052154064,0.0010000000474974513,0.0010000000474974513,0,100_50
50,100,0.006999999983236194,0.0010000000474974513,9.999999310821295e-4,0.0010000000474974513,100_50
50,100,0.015000000013969839,9.999999310821295e-4,0.0020000000949949026,0,100_50
50,100,0.006999999983236194,9.999999310821295e-4,0.0010000000474974513,0,100_50
50,100,0.006999999983236194,0.0010000000474974513,0.001999999978579581,0,100_50
50,100,0.019000000087544322,0.001999999978579581,0.0020000000949949026,0.005999999935738742,100_50
50,100,0.013000000035390258,0.0010000000474974513,0.001999999978579581,0,100_50
50,100,0.011000000056810677,9.999999310821295e-4,0.001999999978579581,0,100_50
71,100,0.013000000035390258,0.003999999957159162,0.001999999978579581,0.0010000000474974513,100_71
71,100,0.015000000013969839,0.0029999999096617103,0.0020000000949949026,9.999999310821295e-4,100_71
71,100,0.01699999999254942,0.003000000026077032,0.001999999978579581,0.0010000000474974513,100_71
71,100,0.015000000013969839,0.003000000026077032,0.001999999978579581,0.0010000000474974513,100_71
71,100,0.014999999897554517,0.003000000026077032,0.001999999978579581,0.0010000000474974513,100_71
71,100,0.012999999918974936,0.003000000026077032,0.001999999978579581,0.0010000000474974513,100_71
71,100,0.012999999918974936,0.003000000026077032,0.001999999978579581,0.0010000000474974513,100_71
71,100,0.011999999987892807,0.0029999999096617103,0.006000000052154064,9.999999310821295e-4,100_71
71,100,0.011999999987892807,0.003000000026077032,0.001999999978579581,0.0010000000474974513,100_71
71,100,0.013999999966472387,0.003000000026077032,0.001999999978579581,9.999999310821295e-4,100_71
100,100,0.030000000027939677,0.008000000030733645,0.005000000004656613,0.001999999978579581,100_100
100,100,0.030000000027939677,0.03200000000651926,0.005000000004656613,0.001999999978579581,100_100
100,100,0.027999999932944775,0.008000000030733645,0.005000000004656613,0.001999999978579581,100_100
100,100,0.027999999932944775,0.006999999983236194,0.005000000004656613,0.001999999978579581,100_100
100,100,0.028999999980442226,0.008000000030733645,0.005000000004656613,0.001999999978579581,100_100
100,100,0.028000000049360096,0.008000000030733645,0.005000000004656613,0.001999999978579581,100_100
100,100,0.027999999932944775,0.008000000030733645,0.005000000004656613,0.001999999978579581,100_100
100,100,0.030000000027939677,0.008999999961815774,0.005000000004656613,0.003000000026077032,100_100
100,100,0.027999999932944775,0.008000000030733645,0.005000000004656613,0.001999999978579581,100_100
100,100,0.028999999980442226,0.006999999983236194,0.005000000004656613,0.001999999978579581,100_100
142,100,0.07299999997485429,0.021999999997206032,0.013000000035390258,0.005000000004656613,100_142
142,100,0.07000000006519258,0.02099999994970858,0.013000000035390258,0.005000000004656613,100_142
142,100,0.07900000002700835,0.021999999997206032,0.012999999918974936,0.005000000004656613,100_142
142,100,0.07099999999627471,0.021999999997206032,0.01400000008288771,0.045999999972991645,100_142
142,100,0.07200000004377216,0.021999999997206032,0.013000000035390258,0.005000000004656613,100_142
142,100,0.07899999991059303,0.021000000066123903,0.013000000035390258,0.003999999957159162,100_142
142,100,0.06900000001769513,0.05599999998230487,0.015999999945051968,0.005000000004656613,100_142
142,100,0.07200000004377216,0.021999999997206032,0.013000000035390258,0.005000000004656613,100_142
142,100,0.07700000004842877,0.021999999997206032,0.011999999987892807,0.005000000004656613,100_142
142,100,0.06999999994877726,0.022000000113621354,0.011999999987892807,0.005000000004656613,100_142
200,100,0.17399999999906868,0.041000000084750354,0.03399999998509884,0.011999999987892807,100_200
200,100,0.17399999999906868,0.05700000002980232,0.028999999980442226,0.011999999987892807,100_200
200,100,0.1770000000251457,0.05599999998230487,0.028999999980442226,0.012000000104308128,100_200
200,100,0.17599999997764826,0.05700000002980232,0.03300000005401671,0.011999999987892807,100_200
200,100,0.1770000000251457,0.056999999913387,0.030000000027939677,0.011999999987892807,100_200
200,100,0.1770000000251457,0.05599999998230487,0.028999999980442226,0.011999999987892807,100_200
200,100,0.17599999997764826,0.05599999998230487,0.025000000023283064,0.011999999987892807,100_200
200,100,0.1749999999301508,0.05700000002980232,0.03300000005401671,0.010999999940395355,100_200
200,100,0.17800000007264316,0.0590000000083819,0.028999999980442226,0.011000000056810677,100_200
200,100,0.1790000000037253,0.0590000000083819,0.030000000027939677,0.011999999987892807,100_200
100,200,0.03399999998509884,0.011999999987892807,0.006000000052154064,0.001999999978579581,200_100
100,200,0.028000000049360096,0.007999999914318323,0.005000000004656613,0.0020000000949949026,200_100
100,200,0.027999999932944775,0.008000000030733645,0.005000000004656613,0.001999999978579581,200_100
100,200,0.028000000049360096,0.007999999914318323,0.004000000073574483,0.001999999978579581,200_100
100,200,0.028999999980442226,0.007999999914318323,0.005000000004656613,0.0020000000949949026,200_100
100,200,0.028000000049360096,0.006999999983236194,0.005000000004656613,0.0020000000949949026,200_100
100,200,0.027999999932944775,0.008000000030733645,0.003999999957159162,0.003000000026077032,200_100
100,200,0.028000000049360096,0.008000000030733645,0.005000000004656613,0.001999999978579581,200_100
100,200,0.028999999980442226,0.008000000030733645,0.005000000004656613,0.001999999978579581,200_100
100,200,0.03299999993760139,0.008000000030733645,0.005000000004656613,0.001999999978579581,200_100
142,200,0.07299999997485429,0.021999999997206032,0.013000000035390258,0.005000000004656613,200_142
142,200,0.07099999999627471,0.021999999997206032,0.01700000010896474,0.004999999888241291,200_142
142,200,0.07200000004377216,0.021999999997206032,0.011999999987892807,0.005000000004656613,200_142
142,200,0.07299999997485429,0.021999999997206032,0.01800000004004687,0.005000000004656613,200_142
142,200,0.06999999994877726,0.021999999997206032,0.013000000035390258,0.005000000004656613,200_142
142,200,0.07199999992735684,0.021999999997206032,0.013000000035390258,0.008999999961815774,200_142
142,200,0.06999999994877726,0.021999999997206032,0.013000000035390258,0.003999999957159162,200_142
142,200,0.07300000009126961,0.023999999975785613,0.01799999992363155,0.005000000004656613,200_142
142,200,0.07099999999627471,0.021999999997206032,0.013000000035390258,0.005000000004656613,200_142
142,200,0.07200000004377216,0.02099999994970858,0.01699999999254942,0.004000000073574483,200_142
200,200,0.18200000002980232,0.058000000077299774,0.03599999996367842,0.011999999987892807,200_200
200,200,0.18000000005122274,0.056999999913387,0.045000000041909516,0.011999999987892807,200_200
200,200,0.18200000002980232,0.05700000002980232,0.030999999959021807,0.011000000056810677,200_200
200,200,0.18799999996554106,0.05799999996088445,0.03100000007543713,0.011999999987892807,200_200
200,200,0.18299999996088445,0.0590000000083819,0.03100000007543713,0.01699999999254942,200_200
200,200,0.18099999998230487,0.05799999996088445,0.03100000007543713,0.011999999987892807,200_200
200,200,0.18799999996554106,0.05700000002980232,0.030000000027939677,0.011999999987892807,200_200
200,200,0.1840000000083819,0.0590000000083819,0.037999999942258,0.012000000104308128,200_200
200,200,0.18299999996088445,0.0590000000083819,0.030999999959021807,0.010999999940395355,200_200
200,200,0.19200000003911555,0.05999999993946403,0.03200000000651926,0.011999999987892807,200_200
283,200,0.4830000000074506,0.15999999991618097,0.0800000000745058,0.028999999980442226,200_283
283,200,0.4790000000502914,0.15500000002793968,0.07600000000093132,0.03200000000651926,200_283
283,200,0.4739999999292195,0.16399999998975545,0.07900000002700835,0.028999999980442226,200_283
283,200,0.4860000000335276,0.15699999989010394,0.07700000004842877,0.030000000027939677,200_283
283,200,0.4769999999552965,0.15700000000651926,0.07400000002235174,0.047999999951571226,200_283
283,200,0.48199999995995313,0.1559999999590218,0.07600000000093132,0.028999999980442226,200_283
283,200,0.4719999999506399,0.11399999994318932,0.06500000006053597,0.028999999980442226,200_283
283,200,0.4619999999413267,0.11900000006426126,0.06500000006053597,0.029999999911524355,200_283
283,200,0.4880000000121072,0.1559999999590218,0.07600000000093132,0.030000000027939677,200_283
283,200,0.4720000000670552,0.15700000000651926,0.0800000000745058,0.029999999911524355,200_283
400,200,1.2949999999254942,0.3130000000819564,0.1979999999748543,0.08400000003166497,200_400
400,200,1.2799999999115244,0.31200000003445894,0.17399999999906868,0.07900000002700835,200_400
400,200,1.2619999999878928,0.31499999994412065,0.17600000009406358,0.0779999999795109,200_400
400,200,1.3179999999701977,0.3139999998966232,0.20100000000093132,0.0800000000745058,200_400
400,200,1.4470000000437722,0.4299999999348074,0.20499999995809048,0.07700000004842877,200_400
400,200,1.2880000000586733,0.4619999999413267,0.2070000000530854,0.07700000004842877,200_400
400,200,1.2709999999497086,0.32200000004377216,0.17299999995157123,0.07700000004842877,200_400
400,200,1.2859999999636784,0.3139999998966232,0.17300000006798655,0.0779999999795109,200_400
400,200,1.3070000000298023,0.31200000003445894,0.2029999999795109,0.07600000000093132,200_400
400,200,1.2920000000158325,0.31200000003445894,0.19999999995343387,0.07600000000093132,200_400
200,400,0.1840000000083819,0.05999999993946403,0.03600000008009374,0.010999999940395355,400_200
200,400,0.18599999998696148,0.0590000000083819,0.03200000000651926,0.011999999987892807,400_200
200,400,0.18900000001303852,0.05999999993946403,0.03300000005401671,0.011999999987892807,400_200
200,400,0.18599999998696148,0.060999999986961484,0.03200000000651926,0.013000000035390258,400_200
200,400,0.18599999998696148,0.05999999993946403,0.03300000005401671,0.011999999987892807,400_200
200,400,0.1869999999180436,0.05799999996088445,0.03100000007543713,0.011999999987892807,400_200
200,400,0.18700000003445894,0.05799999996088445,0.03200000000651926,0.011999999987892807,400_200
200,400,0.18599999998696148,0.05999999993946403,0.03200000000651926,0.011999999987892807,400_200
200,400,0.18900000001303852,0.05999999993946403,0.03300000005401671,0.01799999992363155,400_200
200,400,0.1909999999916181,0.060000000055879354,0.03299999993760139,0.010999999940395355,400_200
283,400,0.48900000005960464,0.15700000000651926,0.07700000004842877,0.030000000027939677,400_283
283,400,0.47999999998137355,0.15499999991152436,0.0750000000698492,0.029000000096857548,400_283
283,400,0.47999999998137355,0.1579999999376014,0.0750000000698492,0.030000000027939677,400_283
283,400,0.4880000000121072,0.15899999998509884,0.07900000002700835,0.03700000001117587,400_283
283,400,0.4899999999906868,0.1559999999590218,0.08200000005308539,0.030000000027939677,400_283
283,400,0.49699999997392297,0.15899999998509884,0.07900000002700835,0.029999999911524355,400_283
283,400,0.47599999990779907,0.11399999994318932,0.07700000004842877,0.030000000027939677,400_283
283,400,0.46799999999348074,0.11299999989569187,0.07000000006519258,0.030000000027939677,400_283
283,400,0.49400000006426126,0.15899999998509884,0.07800000009592623,0.029999999911524355,400_283
283,400,0.481000000028871,0.15500000002793968,0.07600000000093132,0.029999999911524355,400_283
400,400,1.3260000000009313,0.43099999998230487,0.20200000004842877,0.07600000000093132,400_400
400,400,1.3190000000176951,0.4299999999348074,0.19700000004377216,0.07699999993201345,400_400
400,400,1.2870000000111759,0.3119999999180436,0.20200000004842877,0.0779999999795109,400_400
400,400,1.3209999999962747,0.43099999998230487,0.1979999999748543,0.08200000005308539,400_400
400,400,1.3140000000130385,0.43500000005587935,0.20199999993201345,0.07700000004842877,400_400
400,400,1.297000000020489,0.4320000000298023,0.1959999999962747,0.07699999993201345,400_400
400,400,1.2959999999729916,0.3130000000819564,0.1979999999748543,0.0779999999795109,400_400
400,400,1.3209999999962747,0.4299999999348074,0.20300000009592623,0.0779999999795109,400_400
400,400,1.3079999999608845,0.4340000000083819,0.20400000002700835,0.07600000000093132,400_400
400,400,1.3119999999180436,0.4389999998966232,0.20800000010058284,0.07699999993201345,400_400
566,400,2.9520000000484288,0.8689999999478459,0.45400000002700835,0.20400000002700835,400_566
566,400,2.797000000020489,0.8479999999981374,0.43999999994412065,0.20600000000558794,400_566
566,400,2.8179999999701977,0.9120000000111759,0.4510000000009313,0.20600000000558794,400_566
566,400,3.493000000016764,0.8720000000903383,0.46399999991990626,0.2029999999795109,400_566
566,400,2.9570000000530854,0.8570000000763685,0.4529999999795109,0.20400000002700835,400_566
566,400,3.6220000000903383,0.8739999999525025,0.4570000000530854,0.2149999999674037,400_566
566,400,2.7829999999376014,0.9689999999245629,0.41899999999441206,0.20600000000558794,400_566
566,400,2.8020000000251457,0.8470000000670552,0.4459999999962747,0.20499999995809048,400_566
566,400,3.521000000066124,0.915999999968335,0.4549999999580905,0.20499999995809048,400_566
566,400,2.812999999965541,0.8540000000502914,0.44999999995343387,0.2050000000745058,400_566
800,400,8.077999999979511,2.437000000034459,1.240999999921769,0.5500000000465661,400_800
800,400,8.050000000046566,2.4330000000772998,1.2449999999953434,0.7139999999199063,400_800
800,400,7.854000000050291,2.600999999907799,1.234000000054948,0.5479999999515712,400_800
800,400,7.994000000064261,2.4219999999040738,1.4070000000065193,0.5430000000633299,400_800
800,400,9.875999999931082,2.4519999999320135,1.2449999999953434,0.7129999999888241,400_800
800,400,7.98499999998603,2.4350000000558794,1.2449999999953434,0.7099999999627471,400_800
800,400,7.967999999993481,2.4239999999990687,1.2480000000214204,0.5609999999869615,400_800
800,400,8.040999999968335,2.584000000031665,1.2299999999813735,0.5590000000083819,400_800
800,400,8.02600000007078,2.4330000000772998,1.246999999973923,0.6970000000437722,400_800
800,400,7.852000000071712,2.5820000000530854,1.2339999999385327,0.5550000000512227,400_800
