accuracy,recall,precision,F_measure,num_edge,n_p,n,p,model
0.00037593984962406017,1,0.00037593984962406017,7.51597143930853e-4,79800,400_400,400,400,glasso
0.40402255639097745,1,6.303977809998109e-4,0.00126000126000126,47589,400_400,400,400,glasso
0.00037593984962406017,1,0.00037593984962406017,7.51597143930853e-4,79800,400_400,400,400,glasso
0.00037593984962406017,1,0.00037593984962406017,7.51597143930853e-4,79800,400_400,400,400,glasso
0.00037593984962406017,1,0.00037593984962406017,7.51597143930853e-4,79800,400_400,400,400,glasso
0.1401378446115288,0.9666666666666667,4.224633986452036e-4,8.445576993083364e-4,68645,400_400,400,400,glasso
0.36298245614035085,0.9333333333333333,5.505308690523004e-4,0.0011004126547455295,50860,400_400,400,400,glasso
0.00037593984962406017,1,0.00037593984962406017,7.51597143930853e-4,79800,400_400,400,400,glasso
0.00037593984962406017,1,0.00037593984962406017,7.51597143930853e-4,79800,400_400,400,400,glasso
0.00037593984962406017,1,0.00037593984962406017,7.51597143930853e-4,79800,400_400,400,400,glasso
0.40424812030075186,0.8666666666666667,5.466433992809537e-4,0.0010925976509150504,47563,400_400,400,400,glasso
0.27528822055137847,0.9,4.6667588495575223e-4,9.328680509967869e-4,57856,400_400,400,400,glasso
0.00037593984962406017,1,0.00037593984962406017,7.51597143930853e-4,79800,400_400,400,400,glasso
0.18571428571428572,0.9666666666666667,4.460989416687177e-4,8.917863402933669e-4,65008,400_400,400,400,glasso
0.00037593984962406017,1,0.00037593984962406017,7.51597143930853e-4,79800,400_400,400,400,glasso
0.9605889724310777,0.6,0.005712472231037766,0.011317195850361521,3151,800_400,800,400,glasso
0.951328320802005,0.7,0.0053901437371663245,0.010697911360163017,3896,800_400,800,400,glasso
0.9559022556390977,0.5,0.004262574595055414,0.0084530853761623,3519,800_400,800,400,glasso
0.9193233082706767,0.8,0.0037174721189591076,0.007400555041628122,6456,800_400,800,400,glasso
0.9494611528822056,0.6,0.004456548650656103,0.008847382649299582,4039,800_400,800,400,glasso
0.9497744360902256,0.6333333333333333,0.0047310756972111555,0.009391992090954029,4016,800_400,800,400,glasso
0.9496992481203007,0.5666666666666667,0.004230960676953708,0.008399209486166006,4018,800_400,800,400,glasso
0.9754887218045113,0.5,0.007668711656441718,0.015105740181268883,1956,800_400,800,400,glasso
0.9495614035087719,0.7333333333333333,0.005446892795246348,0.010813467682477266,4039,800_400,800,400,glasso
0.937155388471178,0.8333333333333334,0.004965243296921549,0.00987166831194472,5035,800_400,800,400,glasso
0.8281829573934837,0.9,0.0019657808518383692,0.003922993098438067,13735,800_400,800,400,glasso
0.9990852130325815,0.26666666666666666,0.13559322033898305,0.1797752808988764,59,800_400,800,400,glasso
0.9500877192982456,0.6666666666666666,0.005008765339343852,0.009942828734775044,3993,800_400,800,400,glasso
0.931015037593985,0.7333333333333333,0.003986229389382134,0.007929356640836186,5519,800_400,800,400,glasso
0.9497994987468672,0.7666666666666667,0.005718547986076579,0.011352418558736426,4022,800_400,800,400,glasso
0.905187969924812,0.8666666666666667,0.003426462836056932,0.006825938566552901,7588,800_400,800,400,glasso
0.9547243107769423,0.7,0.005793103448275862,0.01149110807113543,3625,800_400,800,400,glasso
0.9065664160401002,0.7666666666666667,0.003078158458244111,0.006131698213809651,7472,800_400,800,400,glasso
0.9501378446115288,0.6333333333333333,0.004765487835465262,0.009459795867562858,3987,800_400,800,400,glasso
0.9750751879699248,0.6,0.009022556390977444,0.017777777777777778,1995,800_400,800,400,glasso
0.9217794486215539,0.7333333333333333,0.003516624040920716,0.006999681832643971,6256,800_400,800,400,glasso
0.9526190476190476,0.6666666666666666,0.005275652862041678,0.010468463752944256,3791,800_400,800,400,glasso
0.982280701754386,0.5666666666666667,0.011988716502115656,0.023480662983425417,1418,800_400,800,400,glasso
0.9240100250626566,0.7666666666666667,0.0037828947368421053,0.0075286415711947625,6080,800_400,800,400,glasso
0.40352130325814534,0.9333333333333333,5.879265091863517e-4,0.001175112789843668,47625,800_400,800,400,glasso
0.9362280701754386,0.7,0.004116839835326407,0.008185538881309688,5101,800_400,800,400,glasso
0.9496240601503759,0.6666666666666666,0.004962779156327543,0.009852216748768473,4030,800_400,800,400,glasso
0.9649749373433584,0.6666666666666666,0.0071301247771836,0.014109347442680775,2805,800_400,800,400,glasso
0.9532456140350877,0.6333333333333333,0.005081572612998127,0.010082249933669407,3739,800_400,800,400,glasso
0.9502631578947368,0.7666666666666667,0.005771643663739021,0.01145703611457036,3985,800_400,800,400,glasso
0.7844897959183673,0.43333333333333335,0.05,0.0896551724137931,260,25_50,25,50,DC
0.7910204081632654,0.36666666666666664,0.04435483870967742,0.07913669064748201,248,25_50,25,50,DC
0.8261224489795919,0.4666666666666667,0.06635071090047394,0.11618257261410789,211,25_50,25,50,DC
0.8751020408163265,0.43333333333333335,0.087248322147651,0.14525139664804468,149,25_50,25,50,DC
0.8293877551020408,0.5333333333333333,0.07582938388625593,0.13278008298755187,211,25_50,25,50,DC
0.88,0.5333333333333333,0.10738255033557047,0.1787709497206704,149,25_50,25,50,DC
0.8114285714285714,0.36666666666666664,0.04932735426008968,0.08695652173913043,223,25_50,25,50,DC
0.8571428571428571,0.26666666666666666,0.049689440993788817,0.0837696335078534,161,25_50,25,50,DC
0.8620408163265306,0.36666666666666664,0.06832298136645963,0.11518324607329843,161,25_50,25,50,DC
0.7926530612244898,0.4,0.04838709677419355,0.08633093525179855,248,25_50,25,50,DC
0.7640816326530612,0.43333333333333335,0.0456140350877193,0.08253968253968254,285,25_50,25,50,DC
0.8522448979591837,0.4,0.06857142857142857,0.11707317073170732,175,25_50,25,50,DC
0.8048979591836735,0.23333333333333334,0.03139013452914798,0.05533596837944665,223,25_50,25,50,DC
0.8285714285714286,0.3,0.045454545454545456,0.07894736842105263,198,25_50,25,50,DC
0.8448979591836735,0.23333333333333334,0.040229885057471264,0.06862745098039216,174,25_50,25,50,DC
0.9697959183673469,0.1,0.23076923076923078,0.13953488372093023,13,25_50,25,50,DC
0.7951020408163265,0.23333333333333334,0.029787234042553193,0.052830188679245285,235,25_50,25,50,DC
0.8530612244897959,0.4,0.06896551724137931,0.1176470588235294,174,25_50,25,50,DC
0.8,0.3333333333333333,0.0425531914893617,0.07547169811320754,235,25_50,25,50,DC
0.8253061224489796,0.23333333333333334,0.03535353535353535,0.06140350877192982,198,25_50,25,50,DC
0.8351020408163266,0.43333333333333335,0.06565656565656566,0.11403508771929827,198,25_50,25,50,DC
0.7722448979591837,0.4,0.04395604395604396,0.07920792079207922,273,25_50,25,50,DC
0.7844897959183673,0.43333333333333335,0.05,0.0896551724137931,260,25_50,25,50,DC
0.7983673469387755,0.3,0.03829787234042553,0.06792452830188679,235,25_50,25,50,DC
0.7542857142857143,0.43333333333333335,0.04377104377104377,0.07951070336391437,297,25_50,25,50,DC
0.8840816326530613,0.2,0.04838709677419355,0.07792207792207792,124,25_50,25,50,DC
0.806530612244898,0.4666666666666667,0.059574468085106386,0.10566037735849057,235,25_50,25,50,DC
0.7828571428571428,0.4,0.046153846153846156,0.08275862068965517,260,25_50,25,50,DC
0.843265306122449,0.4,0.06451612903225806,0.1111111111111111,186,25_50,25,50,DC
0.8195918367346938,0.3333333333333333,0.04739336492890995,0.08298755186721991,211,25_50,25,50,DC
0.9746938775510204,0.2,0.46153846153846156,0.27906976744186046,13,50_50,50,50,DC
0.976326530612245,0.23333333333333334,0.5384615384615384,0.32558139534883723,13,50_50,50,50,DC
0.9714285714285714,0.3333333333333333,0.4,0.3636363636363636,25,50_50,50,50,DC
0.9844897959183674,0.4,0.9230769230769231,0.5581395348837209,13,50_50,50,50,DC
0.9714285714285714,0.13333333333333333,0.3076923076923077,0.18604651162790697,13,50_50,50,50,DC
0.9795918367346939,0.3,0.6923076923076923,0.41860465116279066,13,50_50,50,50,DC
0.9738775510204082,0.06666666666666667,0.3333333333333333,0.1111111111111111,6,50_50,50,50,DC
0.9697959183673469,0.3,0.36,0.3272727272727273,25,50_50,50,50,DC
0.976326530612245,0.23333333333333334,0.5384615384615384,0.32558139534883723,13,50_50,50,50,DC
0.5265306122448979,0.7333333333333333,0.037037037037037035,0.0705128205128205,594,50_50,50,50,DC
0.976326530612245,0.23333333333333334,0.5384615384615384,0.32558139534883723,13,50_50,50,50,DC
0.9779591836734693,0.26666666666666666,0.6153846153846154,0.37209302325581395,13,50_50,50,50,DC
0.9681632653061224,0.06666666666666667,0.15384615384615385,0.09302325581395349,13,50_50,50,50,DC
0.6391836734693878,0.5666666666666667,0.03811659192825112,0.07142857142857142,446,50_50,50,50,DC
0.9681632653061224,0.06666666666666667,0.15384615384615385,0.09302325581395349,13,50_50,50,50,DC
0.9730612244897959,0.16666666666666666,0.38461538461538464,0.2325581395348837,13,50_50,50,50,DC
0.9730612244897959,0.16666666666666666,0.38461538461538464,0.2325581395348837,13,50_50,50,50,DC
0.46938775510204084,0.8,0.03592814371257485,0.06876790830945559,668,50_50,50,50,DC
0.9730612244897959,0.16666666666666666,0.38461538461538464,0.2325581395348837,13,50_50,50,50,DC
0.9730612244897959,0.16666666666666666,0.38461538461538464,0.2325581395348837,13,50_50,50,50,DC
0.976326530612245,0.23333333333333334,0.5384615384615384,0.32558139534883723,13,50_50,50,50,DC
0.976326530612245,0.23333333333333334,0.5384615384615384,0.32558139534883723,13,50_50,50,50,DC
0.9616326530612245,0.13333333333333333,0.16,0.14545454545454545,25,50_50,50,50,DC
0.9714285714285714,0.13333333333333333,0.3076923076923077,0.18604651162790697,13,50_50,50,50,DC
0.966530612244898,0.23333333333333334,0.28,0.2545454545454545,25,50_50,50,50,DC
0.9746938775510204,0.2,0.46153846153846156,0.27906976744186046,13,50_50,50,50,DC
0.9730612244897959,0.16666666666666666,0.38461538461538464,0.2325581395348837,13,50_50,50,50,DC
0.9746938775510204,0.2,0.46153846153846156,0.27906976744186046,13,50_50,50,50,DC
0.9730612244897959,0.16666666666666666,0.38461538461538464,0.2325581395348837,13,50_50,50,50,DC
0.9730612244897959,0.16666666666666666,0.38461538461538464,0.2325581395348837,13,50_50,50,50,DC
0.9714285714285714,0.3333333333333333,0.4,0.3636363636363636,25,100_50,100,50,DC
0.9338775510204081,0.4,0.16,0.22857142857142856,75,100_50,100,50,DC
0.9730612244897959,0.36666666666666664,0.44,0.4,25,100_50,100,50,DC
0.976326530612245,0.43333333333333335,0.52,0.4727272727272728,25,100_50,100,50,DC
0.9640816326530612,0.4,0.3157894736842105,0.35294117647058826,38,100_50,100,50,DC
0.9420408163265306,0.5666666666666667,0.22666666666666666,0.3238095238095238,75,100_50,100,50,DC
0.9697959183673469,0.3,0.36,0.3272727272727273,25,100_50,100,50,DC
0.9053061224489796,0.43333333333333335,0.11607142857142858,0.18309859154929575,112,100_50,100,50,DC
0.9746938775510204,0.4,0.48,0.4363636363636364,25,100_50,100,50,DC
0.9812244897959184,0.3333333333333333,0.7692307692307693,0.4651162790697674,13,100_50,100,50,DC
0.9730612244897959,0.36666666666666664,0.44,0.4,25,100_50,100,50,DC
0.9779591836734693,0.26666666666666666,0.6153846153846154,0.37209302325581395,13,100_50,100,50,DC
0.9395918367346939,0.3,0.14516129032258066,0.19565217391304346,62,100_50,100,50,DC
0.9289795918367347,0.5,0.1724137931034483,0.25641025641025644,87,100_50,100,50,DC
0.9412244897959183,0.3333333333333333,0.16129032258064516,0.21739130434782605,62,100_50,100,50,DC
0.976326530612245,0.23333333333333334,0.5384615384615384,0.32558139534883723,13,100_50,100,50,DC
0.9746938775510204,0.2,0.46153846153846156,0.27906976744186046,13,100_50,100,50,DC
0.9208163265306123,0.5333333333333333,0.16161616161616163,0.24806201550387597,99,100_50,100,50,DC
0.9746938775510204,0.2,0.46153846153846156,0.27906976744186046,13,100_50,100,50,DC
0.976326530612245,0.43333333333333335,0.52,0.4727272727272728,25,100_50,100,50,DC
0.9559183673469388,0.43333333333333335,0.26,0.325,50,100_50,100,50,DC
0.9404081632653061,0.5333333333333333,0.21333333333333335,0.3047619047619048,75,100_50,100,50,DC
0.9714285714285714,0.3333333333333333,0.4,0.3636363636363636,25,100_50,100,50,DC
0.9697959183673469,0.3,0.36,0.3272727272727273,25,100_50,100,50,DC
0.9142857142857143,0.4,0.12121212121212122,0.186046511627907,99,100_50,100,50,DC
0.9697959183673469,0.3,0.36,0.3272727272727273,25,100_50,100,50,DC
0.9224489795918367,0.36666666666666664,0.12643678160919541,0.18803418803418806,87,100_50,100,50,DC
0.9461224489795919,0.43333333333333335,0.20967741935483872,0.2826086956521739,62,100_50,100,50,DC
0.9142857142857143,0.4,0.12121212121212122,0.186046511627907,99,100_50,100,50,DC
0.9208163265306123,0.5333333333333333,0.16161616161616163,0.24806201550387597,99,100_50,100,50,DC
0.9862626262626263,0.2,0.12,0.15,50,50_100,50,100,DC
0.9937373737373737,0,0,NA,1,50_100,50,100,DC
0.9854545454545455,0.13333333333333333,0.08,0.1,50,50_100,50,100,DC
0.9854545454545455,0.13333333333333333,0.08,0.1,50,50_100,50,100,DC
0.6484848484848484,0.6666666666666666,0.011428571428571429,0.02247191011235955,1750,50_100,50,100,DC
0.9870707070707071,0.26666666666666666,0.16,0.2,50,50_100,50,100,DC
0.9866666666666667,0.23333333333333334,0.14,0.17500000000000002,50,50_100,50,100,DC
0.9866666666666667,0.23333333333333334,0.14,0.17500000000000002,50,50_100,50,100,DC
0.9854545454545455,0.13333333333333333,0.08,0.1,50,50_100,50,100,DC
0.9858585858585859,0.16666666666666666,0.1,0.125,50,50_100,50,100,DC
0.9941414141414141,0.03333333333333333,1,0.06451612903225806,1,50_100,50,100,DC
0.9941414141414141,0.03333333333333333,1,0.06451612903225806,1,50_100,50,100,DC
0.9858585858585859,0.16666666666666666,0.1,0.125,50,50_100,50,100,DC
0.9870707070707071,0.26666666666666666,0.16,0.2,50,50_100,50,100,DC
0.9846464646464647,0.06666666666666667,0.04,0.05,50,50_100,50,100,DC
0.9941414141414141,0.03333333333333333,1,0.06451612903225806,1,50_100,50,100,DC
0.9854545454545455,0.13333333333333333,0.08,0.1,50,50_100,50,100,DC
0.9941414141414141,0.03333333333333333,1,0.06451612903225806,1,50_100,50,100,DC
0.9941414141414141,0.03333333333333333,1,0.06451612903225806,1,50_100,50,100,DC
0.9941414141414141,0.03333333333333333,1,0.06451612903225806,1,50_100,50,100,DC
0.9941414141414141,0.03333333333333333,1,0.06451612903225806,1,50_100,50,100,DC
0.9941414141414141,0.03333333333333333,1,0.06451612903225806,1,50_100,50,100,DC
0.9941414141414141,0.03333333333333333,1,0.06451612903225806,1,50_100,50,100,DC
0.7066666666666667,0.4666666666666667,0.009655172413793104,0.01891891891891892,1450,50_100,50,100,DC
0.9941414141414141,0.03333333333333333,1,0.06451612903225806,1,50_100,50,100,DC
0.9874747474747475,0.3,0.18,0.225,50,50_100,50,100,DC
0.9870707070707071,0.26666666666666666,0.16,0.2,50,50_100,50,100,DC
0.9937373737373737,0,0,NA,1,50_100,50,100,DC
0.9874747474747475,0.3,0.18,0.225,50,50_100,50,100,DC
0.9941414141414141,0.03333333333333333,1,0.06451612903225806,1,50_100,50,100,DC
0.9866666666666667,0.23333333333333334,0.14,0.17500000000000002,50,100_100,100,100,DC
0.9555555555555556,0.16666666666666666,0.025,0.04347826086956522,200,100_100,100,100,DC
0.9870707070707071,0.26666666666666666,0.16,0.2,50,100_100,100,100,DC
0.9862626262626263,0.2,0.12,0.15,50,100_100,100,100,DC
0.9874747474747475,0.3,0.18,0.225,50,100_100,100,100,DC
0.9870707070707071,0.26666666666666666,0.16,0.2,50,100_100,100,100,DC
0.9878787878787879,0.3333333333333333,0.2,0.25,50,100_100,100,100,DC
0.9882828282828283,0.36666666666666664,0.22,0.27499999999999997,50,100_100,100,100,DC
0.9850505050505051,0.1,0.06,0.075,50,100_100,100,100,DC
0.9878787878787879,0.3333333333333333,0.2,0.25,50,100_100,100,100,DC
0.9858585858585859,0.16666666666666666,0.1,0.125,50,100_100,100,100,DC
0.9870707070707071,0.26666666666666666,0.16,0.2,50,100_100,100,100,DC
0.9878787878787879,0.3333333333333333,0.2,0.25,50,100_100,100,100,DC
0.9882828282828283,0.36666666666666664,0.22,0.27499999999999997,50,100_100,100,100,DC
0.9583838383838383,0.4,0.06,0.10434782608695652,200,100_100,100,100,DC
0.9874747474747475,0.3,0.18,0.225,50,100_100,100,100,DC
0.9494949494949495,0.5,0.06,0.10714285714285712,250,100_100,100,100,DC
0.9890909090909091,0.43333333333333335,0.26,0.325,50,100_100,100,100,DC
0.9866666666666667,0.23333333333333334,0.14,0.17500000000000002,50,100_100,100,100,DC
0.9842424242424243,0.03333333333333333,0.02,0.025,50,100_100,100,100,DC
0.9672727272727273,0.3,0.06,0.09999999999999999,150,100_100,100,100,DC
0.9870707070707071,0.26666666666666666,0.16,0.2,50,100_100,100,100,DC
0.9882828282828283,0.36666666666666664,0.22,0.27499999999999997,50,100_100,100,100,DC
0.9886868686868687,0.4,0.24,0.3,50,100_100,100,100,DC
0.9862626262626263,0.2,0.12,0.15,50,100_100,100,100,DC
0.9785858585858586,0.4,0.12,0.18461538461538463,100,100_100,100,100,DC
0.9583838383838383,0.4,0.06,0.10434782608695652,200,100_100,100,100,DC
0.9854545454545455,0.13333333333333333,0.08,0.1,50,100_100,100,100,DC
0.9696969696969697,0.5,0.1,0.16666666666666669,150,100_100,100,100,DC
0.9854545454545455,0.13333333333333333,0.08,0.1,50,100_100,100,100,DC
0.9874747474747475,0.3,0.18,0.225,50,200_100,200,100,DC
0.8884848484848484,0.4666666666666667,0.025454545454545455,0.04827586206896552,550,200_100,200,100,DC
0.9793939393939394,0.4666666666666667,0.14,0.2153846153846154,100,200_100,200,100,DC
0.86989898989899,0.6,0.027692307692307693,0.052941176470588235,650,200_100,200,100,DC
0.96,0.5333333333333333,0.08,0.1391304347826087,200,200_100,200,100,DC
0.8909090909090909,0.6666666666666666,0.03636363636363636,0.06896551724137931,550,200_100,200,100,DC
0.9595959595959596,0.5,0.075,0.13043478260869565,200,200_100,200,100,DC
0.8808080808080808,0.6666666666666666,0.03333333333333333,0.06349206349206349,600,200_100,200,100,DC
0.9862626262626263,0.2,0.12,0.15,50,200_100,200,100,DC
0.9713131313131314,0.6333333333333333,0.12666666666666668,0.2111111111111111,150,200_100,200,100,DC
0.9785858585858586,0.4,0.12,0.18461538461538463,100,200_100,200,100,DC
0.9785858585858586,0.4,0.12,0.18461538461538463,100,200_100,200,100,DC
0.9191919191919192,0.5,0.0375,0.06976744186046512,400,200_100,200,100,DC
0.9797979797979798,0.5,0.15,0.23076923076923075,100,200_100,200,100,DC
0.9006060606060606,0.6333333333333333,0.038,0.07169811320754715,500,200_100,200,100,DC
0.9397979797979797,0.5333333333333333,0.05333333333333334,0.09696969696969697,300,200_100,200,100,DC
0.9802020202020202,0.5333333333333333,0.16,0.24615384615384614,100,200_100,200,100,DC
0.9818181818181818,0.6666666666666666,0.2,0.30769230769230765,100,200_100,200,100,DC
0.9191919191919192,0.5,0.0375,0.06976744186046512,400,200_100,200,100,DC
0.8787878787878788,0.5,0.025,0.047619047619047616,600,200_100,200,100,DC
0.9490909090909091,0.4666666666666667,0.056,0.09999999999999999,250,200_100,200,100,DC
0.9793939393939394,0.4666666666666667,0.14,0.2153846153846154,100,200_100,200,100,DC
0.9806060606060606,0.5666666666666667,0.17,0.26153846153846155,100,200_100,200,100,DC
0.9604040404040404,0.5666666666666667,0.085,0.14782608695652177,200,200_100,200,100,DC
0.9793939393939394,0.4666666666666667,0.14,0.2153846153846154,100,200_100,200,100,DC
0.9608080808080808,0.6,0.09,0.1565217391304348,200,200_100,200,100,DC
0.8808080808080808,0.6666666666666666,0.03333333333333333,0.06349206349206349,600,200_100,200,100,DC
0.877979797979798,0.43333333333333335,0.021666666666666667,0.04126984126984127,600,200_100,200,100,DC
0.9806060606060606,0.5666666666666667,0.17,0.26153846153846155,100,200_100,200,100,DC
0.9769696969696969,0.26666666666666666,0.08,0.12307692307692307,100,200_100,200,100,DC
0.989145728643216,0.26666666666666666,0.039603960396039604,0.06896551724137932,202,100_200,100,200,DC
0.9890452261306533,0.23333333333333334,0.034653465346534656,0.06034482758620691,202,100_200,100,200,DC
0.8989447236180904,0.5,0.007458975634012929,0.014698677119059285,2011,100_200,100,200,DC
0.9889447236180905,0.2,0.0297029702970297,0.05172413793103448,202,100_200,100,200,DC
0.8989447236180904,0.5,0.007458975634012929,0.014698677119059285,2011,100_200,100,200,DC
0.989145728643216,0.26666666666666666,0.039603960396039604,0.06896551724137932,202,100_200,100,200,DC
0.9788442211055276,0.2,0.01488833746898263,0.027713625866050806,403,100_200,100,200,DC
0.9889447236180905,0.2,0.0297029702970297,0.05172413793103448,202,100_200,100,200,DC
0.9894472361809046,0.36666666666666664,0.054455445544554455,0.09482758620689655,202,100_200,100,200,DC
0.9889447236180905,0.2,0.0297029702970297,0.05172413793103448,202,100_200,100,200,DC
0.9890452261306533,0.23333333333333334,0.034653465346534656,0.06034482758620691,202,100_200,100,200,DC
0.9890452261306533,0.23333333333333334,0.034653465346534656,0.06034482758620691,202,100_200,100,200,DC
0.989145728643216,0.26666666666666666,0.039603960396039604,0.06896551724137932,202,100_200,100,200,DC
0.9892462311557789,0.3,0.04455445544554455,0.07758620689655173,202,100_200,100,200,DC
0.9892462311557789,0.3,0.04455445544554455,0.07758620689655173,202,100_200,100,200,DC
0.9889447236180905,0.2,0.0297029702970297,0.05172413793103448,202,100_200,100,200,DC
0.979145728643216,0.3,0.022332506203473945,0.04157043879907621,403,100_200,100,200,DC
0.9894472361809046,0.36666666666666664,0.054455445544554455,0.09482758620689655,202,100_200,100,200,DC
0.989145728643216,0.26666666666666666,0.039603960396039604,0.06896551724137932,202,100_200,100,200,DC
0.9794472361809046,0.4,0.02977667493796526,0.05542725173210161,403,100_200,100,200,DC
0.9888442211055276,0.16666666666666666,0.024752475247524754,0.043103448275862065,202,100_200,100,200,DC
0.9890452261306533,0.23333333333333334,0.034653465346534656,0.06034482758620691,202,100_200,100,200,DC
0.9888442211055276,0.16666666666666666,0.024752475247524754,0.043103448275862065,202,100_200,100,200,DC
0.9888442211055276,0.16666666666666666,0.024752475247524754,0.043103448275862065,202,100_200,100,200,DC
0.9892462311557789,0.3,0.04455445544554455,0.07758620689655173,202,100_200,100,200,DC
0.9788442211055276,0.2,0.01488833746898263,0.027713625866050806,403,100_200,100,200,DC
0.9894472361809046,0.36666666666666664,0.054455445544554455,0.09482758620689655,202,100_200,100,200,DC
0.9890452261306533,0.23333333333333334,0.034653465346534656,0.06034482758620691,202,100_200,100,200,DC
0.989145728643216,0.26666666666666666,0.039603960396039604,0.06896551724137932,202,100_200,100,200,DC
0.9890452261306533,0.23333333333333334,0.034653465346534656,0.06034482758620691,202,100_200,100,200,DC
0.8994472361809045,0.6666666666666666,0.009945300845350571,0.019598236158745713,2011,200_200,200,200,DC
0.8991457286432161,0.5666666666666667,0.008453505718547987,0.016658500734933857,2011,200_200,200,200,DC
0.9694472361809046,0.43333333333333335,0.02152317880794702,0.04100946372239748,604,200_200,200,200,DC
0.8584422110552764,0.4666666666666667,0.00497335701598579,0.00984182776801406,2815,200_200,200,200,DC
0.9393467336683418,0.5,0.012427506213753107,0.024252223120452707,1207,200_200,200,200,DC
0.9895477386934673,0.4,0.0594059405940594,0.10344827586206896,202,200_200,200,200,DC
0.898643216080402,0.4,0.005967180507210343,0.011758941695247428,2011,200_200,200,200,DC
0.9792462311557789,0.3333333333333333,0.02481389578163772,0.046189376443418015,403,200_200,200,200,DC
0.848643216080402,0.5666666666666667,0.005636604774535809,0.011162179908076166,3016,200_200,200,200,DC
0.9691457286432161,0.3333333333333333,0.016556291390728478,0.031545741324921134,604,200_200,200,200,DC
0.9689447236180905,0.26666666666666666,0.013245033112582781,0.025236593059936908,604,200_200,200,200,DC
0.9892462311557789,0.3,0.04455445544554455,0.07758620689655173,202,200_200,200,200,DC
0.9694472361809046,0.43333333333333335,0.02152317880794702,0.04100946372239748,604,200_200,200,200,DC
0.859145728643216,0.7,0.007460035523978685,0.01476274165202109,2815,200_200,200,200,DC
0.8996482412060302,0.7333333333333333,0.01093983092988563,0.02155805977462029,2011,200_200,200,200,DC
0.9296482412060302,0.6333333333333333,0.013494318181818182,0.02642559109874826,1408,200_200,200,200,DC
0.9393467336683418,0.5,0.012427506213753107,0.024252223120452707,1207,200_200,200,200,DC
0.8994472361809045,0.6666666666666666,0.009945300845350571,0.019598236158745713,2011,200_200,200,200,DC
0.9798492462311558,0.5333333333333333,0.03970223325062035,0.07390300230946882,403,200_200,200,200,DC
0.9696482412060301,0.5,0.024834437086092714,0.0473186119873817,604,200_200,200,200,DC
0.9389447236180904,0.36666666666666664,0.009113504556752278,0.017784963621665317,1207,200_200,200,200,DC
0.9396482412060302,0.6,0.014913007456503728,0.029102667744543252,1207,200_200,200,200,DC
0.9690452261306532,0.3,0.014900662251655629,0.028391167192429023,604,200_200,200,200,DC
0.9293467336683418,0.5333333333333333,0.011363636363636364,0.022253129346314328,1408,200_200,200,200,DC
0.9394472361809045,0.5333333333333333,0.013256006628003313,0.025869037995149554,1207,200_200,200,200,DC
0.9893467336683417,0.3333333333333333,0.04950495049504951,0.08620689655172413,202,200_200,200,200,DC
0.9698492462311558,0.5666666666666667,0.028145695364238412,0.05362776025236594,604,200_200,200,200,DC
0.9799497487437185,0.5666666666666667,0.04218362282878412,0.07852193995381064,403,200_200,200,200,DC
0.9094472361809045,0.6333333333333333,0.010497237569060774,0.02065217391304348,1810,200_200,200,200,DC
0.9693467336683417,0.4,0.019867549668874173,0.03785488958990536,604,200_200,200,200,DC
0.9899497487437185,0.5333333333333333,0.07920792079207921,0.13793103448275865,202,400_200,400,200,DC
0.9901507537688442,0.6,0.0891089108910891,0.15517241379310345,202,400_200,400,200,DC
0.9896482412060301,0.43333333333333335,0.06435643564356436,0.11206896551724138,202,400_200,400,200,DC
0.9892462311557789,0.3,0.04455445544554455,0.07758620689655173,202,400_200,400,200,DC
0.989748743718593,0.4666666666666667,0.06930693069306931,0.12068965517241383,202,400_200,400,200,DC
0.9895477386934673,0.4,0.0594059405940594,0.10344827586206896,202,400_200,400,200,DC
0.9895477386934673,0.4,0.0594059405940594,0.10344827586206896,202,400_200,400,200,DC
0.9900502512562814,0.5666666666666667,0.08415841584158416,0.14655172413793105,202,400_200,400,200,DC
0.989748743718593,0.4666666666666667,0.06930693069306931,0.12068965517241383,202,400_200,400,200,DC
0.9896482412060301,0.43333333333333335,0.06435643564356436,0.11206896551724138,202,400_200,400,200,DC
0.9893467336683417,0.3333333333333333,0.04950495049504951,0.08620689655172413,202,400_200,400,200,DC
0.989748743718593,0.4666666666666667,0.06930693069306931,0.12068965517241383,202,400_200,400,200,DC
0.9896482412060301,0.43333333333333335,0.06435643564356436,0.11206896551724138,202,400_200,400,200,DC
0.9899497487437185,0.5333333333333333,0.07920792079207921,0.13793103448275865,202,400_200,400,200,DC
0.9904522613065326,0.7,0.10396039603960396,0.1810344827586207,202,400_200,400,200,DC
0.9901507537688442,0.6,0.0891089108910891,0.15517241379310345,202,400_200,400,200,DC
0.9898492462311558,0.5,0.07425742574257425,0.12931034482758622,202,400_200,400,200,DC
0.9902512562814071,0.6333333333333333,0.09405940594059406,0.16379310344827586,202,400_200,400,200,DC
0.9901507537688442,0.6,0.0891089108910891,0.15517241379310345,202,400_200,400,200,DC
0.9899497487437185,0.5333333333333333,0.07920792079207921,0.13793103448275865,202,400_200,400,200,DC
0.9894472361809046,0.36666666666666664,0.054455445544554455,0.09482758620689655,202,400_200,400,200,DC
0.9899497487437185,0.5333333333333333,0.07920792079207921,0.13793103448275865,202,400_200,400,200,DC
0.9894472361809046,0.36666666666666664,0.054455445544554455,0.09482758620689655,202,400_200,400,200,DC
