n_p,K,num_estimated_mean,num_estimated_std
400_400,79800,79419,33.521634805003174
50_100,101,112.6,6.500769185258002
50_100,149,151.6,2.6
50_100,198,199.2,1.2
50_100,247,247.8,0.7999999999999999
50_100,296,296.2,0.2
50_100,345,345,0
50_100,394,394,0
50_100,443,443,0
50_100,492,492,0
50_100,541,541,0
50_100,590,590,0
50_100,639,639,0
50_100,688,688,0
50_100,737,737,0
50_100,786,786,0
50_100,835,835,0
50_100,884,884,0
50_100,933,933,0
50_100,982,982,0
50_100,1031,1031,0
50_100,1080,1080,0
50_100,1129,1129,0
50_100,1178,1178,0
50_100,1227,1227,0
50_100,1276,1276,0
50_100,1325,1325,0
50_100,1374,1374,0
50_100,1423,1423,0
50_100,1472,1472,0
50_100,1521,1521,0
50_100,1570,1570,0
50_100,1619,1619,0
50_100,1668,1668,0
50_100,1717,1717,0
50_100,1766,1766,0
50_100,1815,1815,0
50_100,1864,1864,0
50_100,1913,1913,0
50_100,1962,1962,0
50_100,2011,2011,0
50_100,2060,2060,0
50_100,2109,2109,0
50_100,2158,2158,0
50_100,2207,2207,0
50_100,2256,2256,0
50_100,2305,2305,0
50_100,2354,2354,0
50_100,2403,2403,0
50_100,2452,2452,0
50_100,2501,2501,0
50_100,2549,2549,0
50_100,2598,2598,0
50_100,2647,2647,0
50_100,2696,2696,0
50_100,2745,2745,0
50_100,2794,2794,0
50_100,2843,2843,0
50_100,2892,2892,0
50_100,2941,2941,0
50_100,2990,2990,0
50_100,3039,3039,0
50_100,3088,3088,0
50_100,3137,3137,0
50_100,3186,3186,0
50_100,3235,3235,0
50_100,3284,3284,0
50_100,3333,3333,0
50_100,3382,3382,0
50_100,3431,3431,0
50_100,3480,3480,0
50_100,3529,3529,0
50_100,3578,3578,0
50_100,3627,3627,0
50_100,3676,3676,0
50_100,3725,3725,0
50_100,3774,3774,0
50_100,3823,3823,0
50_100,3872,3872,0
50_100,3921,3921,0
50_100,3970,3970,0
50_100,4019,4019,0
50_100,4068,4068,0
50_100,4117,4117,0
50_100,4166,4166,0
50_100,4215,4215,0
50_100,4264,4264,0
50_100,4313,4313,0
50_100,4362,4362,0
50_100,4411,4411,0
50_100,4460,4460,0
50_100,4509,4508.6,0.24494897427831777
50_100,4558,4557.2,0.3741657386773941
50_100,4607,4605.6,0.7483314773547882
50_100,4656,4653.8,1.019803902718557
50_100,4705,4702,1.2649110640673518
50_100,4754,4748.2,2.437211521390788
50_100,4803,4793.8,3.3674916480965473
50_100,4852,4836,4.08656334834051
50_100,4901,4874,5.70087712549569
50_100,4950,4912.8,5.77408001330082
50_50,51,463.6,76.65220153394161
50_50,62,461.2,76.94894411231384
50_50,74,459.4,76.87691461030417
50_50,86,456.6,76.62675772861591
50_50,98,453.6,77.02506085684062
50_50,110,450.6,77.03934059946256
50_50,122,448.2,77.1228889500387
50_50,134,445.6,77.6225482704607
50_50,145,444.6,77.71910961919211
50_50,157,441.6,77.01337546166899
50_50,169,441.4,76.37512684113854
50_50,181,436.6,74.86628079449385
50_50,193,437.6,75.26725715741208
50_50,205,439.2,75.39323577085679
50_50,217,438.6,72.74654630977336
50_50,228,442.2,71.71429425156465
50_50,240,444.8,70.24414566353553
50_50,252,446,68.89339590991287
50_50,264,446.4,65.59237760593832
50_50,276,453,64.0179662282394
50_50,288,452,59.61543424315552
50_50,300,454.6,57.5044346116019
50_50,311,461.4,55.672794073946015
50_50,323,462.2,52.47608979335256
50_50,335,465,49.50555524383097
50_50,347,468.8,48.51535839298726
50_50,359,474.2,46.32213293880151
50_50,371,480.2,44.029989779694475
50_50,383,486.6,42.82709422783666
50_50,394,489.8,40.280764640210094
50_50,406,499.4,39.82536879929676
50_50,418,505,37.184674262389336
50_50,430,512,35.38219891414325
50_50,442,519,33.252067604887365
50_50,454,525,30.61372241332308
50_50,466,531.8,29.64860873633027
50_50,477,536.8,27.390509305231983
50_50,489,544.2,25.470374948162814
50_50,501,551.2,23.12444593930847
50_50,513,559.6,21.39532659250613
50_50,525,566.6,19.04888448177478
50_50,537,575.8,17.839282496782207
50_50,549,582.4,16.09223415191315
50_50,560,589.8,14.482403115505381
50_50,572,599.4,13.373855091184442
50_50,584,608.4,12.516389255691914
50_50,596,617.2,11.110355529864918
50_50,608,626,9.864076236526154
50_50,620,637.6,9.500526301210897
50_50,632,646,7.155417527999327
50_50,643,753,102.11170354077929
50_50,655,666.6,6.742403132415029
50_50,667,677.6,5.912698199637792
50_50,679,688.6,5.316013544000804
50_50,691,788,92.79224105495028
50_50,703,798.6,91.63110825478431
50_50,715,807.4,88.68291831012328
50_50,726,815.2,86.72162360103736
50_50,738,823.8,84.06093028274192
50_50,750,833,81.25761502776216
50_50,762,843,79.50534573222104
50_50,774,852.4,77.40193796023456
50_50,786,861.8,75.0509160503721
50_50,798,870.6,71.85095684818678
50_50,809,879.4,69.65242278628935
50_50,821,888.4,66.65553240354471
50_50,833,898,64.5034882777668
50_50,845,907.6,62.35190454188228
50_50,857,917.6,60.103743643803085
50_50,869,925.8,56.552099872595356
50_50,881,935.2,53.70418978068657
50_50,892,944.8,52.30430192632342
50_50,904,954,49.50454524586606
50_50,916,963.2,47.450395151147056
50_50,928,972.2,44.70055928061751
50_50,940,981.8,41.800000000000004
50_50,952,991.4,39.900626561496495
50_50,964,1000.6,37.10067384832788
50_50,975,1009.4,35.151955848857114
50_50,987,1019,32.50076922166612
50_50,999,1028.2,30.955451862313367
50_50,1011,1037.4,28.65763423592394
50_50,1023,1047.4,26.908363012268136
50_50,1035,1057.2,24.709107632611907
50_50,1047,1066,22.777181564012697
50_50,1058,1074.6,20.616983290481656
50_50,1070,1084,18.525657883055057
50_50,1082,1092.2,16.791069054708817
50_50,1094,1100.8,14.633523157462797
50_50,1106,1110,13.442470011125188
50_50,1118,1118,11.781341180018513
50_50,1130,1131.2,10.494760597555334
50_50,1141,1139.6,8.958794561770015
50_50,1153,1148,8.154753215150045
50_50,1165,1156.6,7.4605629814377945
50_50,1177,1166,6.526867548832287
50_50,1189,1175,6.841052550594828
50_50,1201,1190.2,6.6887966032762565
50_50,1213,1196.8,6.224146527838173
50_50,1225,1201.6,6.071243694664216
800_400,401,401.4,0.4
800_400,1203,1203,0
800_400,2005,2005,0
800_400,2807,2807,0
800_400,3609,3609,0
800_400,4411,4411,0
800_400,5213,5213,0
800_400,6015,6015,0
800_400,6817,6819,2
800_400,7619,7620.2,1.2
800_400,8421,8422,1
800_400,9223,9223.6,0.6
800_400,10025,10025.4,0.3999999999999999
800_400,10827,10827,0
800_400,11629,11629,0
800_400,12431,12431,0
800_400,13233,13233,0
800_400,14035,14035,0
800_400,14837,14837,0
800_400,15639,15639,0
800_400,16441,16441,0
800_400,17243,17243,0
800_400,18045,18045,0
800_400,18847,18847,0
800_400,19649,19649,0
800_400,20451,20451,0
800_400,21253,21253,0
800_400,22055,22055,0
800_400,22857,22857,0
800_400,23659,23659,0
800_400,24461,24461,0
800_400,25263,25263,0
800_400,26065,26065,0
800_400,26867,26867,0
800_400,27669,27669,0
800_400,28471,28471,0
800_400,29273,29273,0
800_400,30075,30075,0
800_400,30877,30877,0
800_400,31679,31679,0
800_400,32481,32481,0
800_400,33283,33283,0
800_400,34085,34085,0
800_400,34887,34887,0
800_400,35689,35689,0
800_400,36491,36491,0
800_400,37293,37293,0
800_400,38095,38095,0
800_400,38897,38897,0
800_400,39699,39699,0
800_400,40501,40501,0
800_400,41303,41303,0
800_400,42105,42105,0
800_400,42907,42907,0
800_400,43709,43709,0
800_400,44511,44511,0
800_400,45313,45313,0
800_400,46115,46115,0
800_400,46917,46917,0
800_400,47719,47719,0
800_400,48521,48521,0
800_400,49323,49323,0
800_400,50125,50125,0
800_400,50927,50927,0
800_400,51729,51729,0
800_400,52531,52531,0
800_400,53333,53333,0
800_400,54135,54135,0
800_400,54937,54937,0
800_400,55739,55739,0
800_400,56541,56541,0
800_400,57343,57343,0
800_400,58145,58145,0
800_400,58947,58947,0
800_400,59749,59749,0
800_400,60551,60551,0
800_400,61353,61353,0
800_400,62155,62155,0
800_400,62957,62957,0
800_400,63759,63759,0
800_400,64561,64561,0
800_400,65363,65363,0
800_400,66165,66165,0
800_400,66967,66967,0
800_400,67769,67769,0
800_400,68571,68571,0
800_400,69373,69373,0
800_400,70175,70175,0
800_400,70977,70977,0
800_400,71779,71779,0
800_400,72581,72580.8,0.19999999999999998
800_400,73383,73382.6,0.24494897427831777
800_400,74185,74184.4,0.39999999999999997
800_400,74987,74986,0.44721359549995793
800_400,75789,75783.2,2.3108440016582685
800_400,76591,76572.4,6.637770710110435
800_400,77393,77341.8,14.347125147568763
800_400,78195,78068.2,26.369300332014877
800_400,78997,78721.4,45.13490888436577
800_400,79800,79271.2,57.01613806634048
