loglik_mean,num_edge,n_p,n,p,model
-64.73103797360992,9.2,25_50,25,50,glasso
-64.73639425094161,8.6,25_50,25,50,glasso
-64.74207006830083,7.6,25_50,25,50,glasso
-64.74788040068884,7.2,25_50,25,50,glasso
-64.75407138566605,6.4,25_50,25,50,glasso
-64.76089619522551,6.4,25_50,25,50,glasso
-64.7680413525552,6.2,25_50,25,50,glasso
-64.77495770348281,5.6,25_50,25,50,glasso
-64.78140918047725,4.2,25_50,25,50,glasso
-64.78745810830385,3.6,25_50,25,50,glasso
-64.79279137647981,3,25_50,25,50,glasso
-64.79864165418195,3,25_50,25,50,glasso
-64.80502435772392,2.8,25_50,25,50,glasso
-64.811752772569207,2.2,25_50,25,50,glasso
-64.81898598115772,2.2,25_50,25,50,glasso
-64.82673107827124,2.2,25_50,25,50,glasso
-64.83497631714053,2,25_50,25,50,glasso
-64.84355450153632,2,25_50,25,50,glasso
-64.85262163529978,2,25_50,25,50,glasso
-64.8621432774081,1.8,25_50,25,50,glasso
-64.87128305756814,1.6,25_50,25,50,glasso
-64.88040613357094,1.2,25_50,25,50,glasso
-64.88990434560297,1.2,25_50,25,50,glasso
-64.89986280879953,1.2,25_50,25,50,glasso
-64.91027451604506,1.2,25_50,25,50,glasso
-64.92113258611487,1.2,25_50,25,50,glasso
-64.93246419078922,1,25_50,25,50,glasso
-64.94433024887033,0.8,25_50,25,50,glasso
-64.95664748595317,0.8,25_50,25,50,glasso
-64.96938471595642,0.8,25_50,25,50,glasso
-64.98253565748442,0.8,25_50,25,50,glasso
-64.99609413878716,0.8,25_50,25,50,glasso
-65.0100540953525,0.8,25_50,25,50,glasso
-65.02440956756237,0.8,25_50,25,50,glasso
-65.03884139425985,0.4,25_50,25,50,glasso
-65.05347457304214,0.4,25_50,25,50,glasso
-65.06848879120716,0.4,25_50,25,50,glasso
-65.08387847664495,0.4,25_50,25,50,glasso
-65.09963815126464,0.4,25_50,25,50,glasso
-65.11575679171926,0.2,25_50,25,50,glasso
-65.13217717680591,0.2,25_50,25,50,glasso
-65.148952730455,0.2,25_50,25,50,glasso
-65.16607832312252,0.2,25_50,25,50,glasso
-65.18354890993814,0.2,25_50,25,50,glasso
-65.20135952896416,0.2,25_50,25,50,glasso
-65.21950529949896,0.2,25_50,25,50,glasso
-65.23798142042334,0.2,25_50,25,50,glasso
-65.25678316858858,0.2,25_50,25,50,glasso
-65.27590589724477,0.2,25_50,25,50,glasso
-65.29534503450829,0.2,25_50,25,50,glasso
-65.3151871697147,0,25_50,25,50,glasso
-65.33536453252155,0,25_50,25,50,glasso
-65.35584484457179,0,25_50,25,50,glasso
-65.37662382258964,0,25_50,25,50,glasso
-65.39769725097536,0,25_50,25,50,glasso
-65.41906098048563,0,25_50,25,50,glasso
-65.44071092694556,0,25_50,25,50,glasso
-65.46264306999132,0,25_50,25,50,glasso
-65.48485345184287,0,25_50,25,50,glasso
-64.14809247828158,1225,50_50,50,50,glasso
-63.88499219838242,1102.8,50_50,50,50,glasso
-63.679534520006385,1002.4,50_50,50,50,glasso
-63.52627749099607,905.8,50_50,50,50,glasso
-63.42074590367165,824,50_50,50,50,glasso
-63.36201563549487,751.2,50_50,50,50,glasso
-63.34174417478552,679.6,50_50,50,50,glasso
-63.357526983271704,616.8,50_50,50,50,glasso
-63.384235009411576,563,50_50,50,50,glasso
-63.42250710425433,512.6,50_50,50,50,glasso
-63.45776764177965,463.8,50_50,50,50,glasso
-63.50653569838625,417,50_50,50,50,glasso
-63.559058219693874,373.6,50_50,50,50,glasso
-63.61900710929157,334.8,50_50,50,50,glasso
-63.68005820228112,300.4,50_50,50,50,glasso
-63.743703049928335,267,50_50,50,50,glasso
-63.811756919748916,235.6,50_50,50,50,glasso
-63.87429834556653,213,50_50,50,50,glasso
-63.93551110345576,190,50_50,50,50,glasso
-63.99568922309588,170.4,50_50,50,50,glasso
-64.05967560886975,148.2,50_50,50,50,glasso
-64.11960436966254,131,50_50,50,50,glasso
-64.1807265033601,115.2,50_50,50,50,glasso
-64.2399925535185,100.8,50_50,50,50,glasso
-64.29547376244086,91.4,50_50,50,50,glasso
-64.35216319552593,81.6,50_50,50,50,glasso
-64.41014820444235,72.4,50_50,50,50,glasso
-64.46792409090874,63,50_50,50,50,glasso
-64.52801334027856,57.2,50_50,50,50,glasso
-64.58948798815409,50.6,50_50,50,50,glasso
-64.64995309746621,46.2,50_50,50,50,glasso
-64.70878297174605,41.4,50_50,50,50,glasso
-64.76552872850796,38.6,50_50,50,50,glasso
-64.82133556254753,34.6,50_50,50,50,glasso
-64.87521038340053,30.4,50_50,50,50,glasso
-64.92660260559413,28,50_50,50,50,glasso
-64.97711051615808,24.8,50_50,50,50,glasso
-65.02775562040074,23.4,50_50,50,50,glasso
-65.07676729621207,21.6,50_50,50,50,glasso
-65.1243961141269,20.2,50_50,50,50,glasso
-65.17140357581225,19,50_50,50,50,glasso
-65.21878408901819,18.6,50_50,50,50,glasso
-65.26665960435433,17.2,50_50,50,50,glasso
-65.31468758035865,16,50_50,50,50,glasso
-65.36218680673514,15,50_50,50,50,glasso
-65.40958146472212,14.4,50_50,50,50,glasso
-65.45529511308352,13.4,50_50,50,50,glasso
-65.49989912649754,11.8,50_50,50,50,glasso
-65.54277682672726,11.2,50_50,50,50,glasso
-65.58547510376592,10.8,50_50,50,50,glasso
-65.62839266045377,10.4,50_50,50,50,glasso
-65.66983091088368,9.4,50_50,50,50,glasso
-65.70920159458235,8.8,50_50,50,50,glasso
-65.74852564165056,8.6,50_50,50,50,glasso
-65.78813893241698,8.4,50_50,50,50,glasso
-65.8275117276014,7.6,50_50,50,50,glasso
-65.86504479601251,7.2,50_50,50,50,glasso
-65.90258535175118,7,50_50,50,50,glasso
-65.93954460589745,6.4,50_50,50,50,glasso
-65.97477439465837,6.2,50_50,50,50,glasso
-66.00932605980006,5.2,50_50,50,50,glasso
-66.0434245176477,4.8,50_50,50,50,glasso
-66.07701833808653,4.6,50_50,50,50,glasso
-66.11027346340816,4.4,50_50,50,50,glasso
-66.14329240382783,4,50_50,50,50,glasso
-66.17602561445815,3.6,50_50,50,50,glasso
-66.20853537913868,3.6,50_50,50,50,glasso
-66.2413016297461,3.4,50_50,50,50,glasso
-66.27381953897358,2.8,50_50,50,50,glasso
-66.3059232736841,2.4,50_50,50,50,glasso
-66.33812661287278,2.4,50_50,50,50,glasso
-66.37060774904629,2.2,50_50,50,50,glasso
-66.40317046937425,2.2,50_50,50,50,glasso
-66.43581887484937,1.8,50_50,50,50,glasso
-66.46849761014857,1.8,50_50,50,50,glasso
-66.50149968739368,1.8,50_50,50,50,glasso
-66.53478795348303,1.6,50_50,50,50,glasso
-66.56821732438394,1.6,50_50,50,50,glasso
-66.60195526310486,1.6,50_50,50,50,glasso
-66.63599655059946,1.6,50_50,50,50,glasso
-66.67032918771943,1.4,50_50,50,50,glasso
-66.70494581799272,1.4,50_50,50,50,glasso
-66.73985095805249,1.4,50_50,50,50,glasso
-66.77481987482389,1,50_50,50,50,glasso
-66.80958803920322,0.8,50_50,50,50,glasso
-66.84455473585815,0.8,50_50,50,50,glasso
-66.87979715433609,0.8,50_50,50,50,glasso
-66.91532157541195,0.6,50_50,50,50,glasso
-66.9512514729269,0.6,50_50,50,50,glasso
-66.98744207179337,0.6,50_50,50,50,glasso
-67.02388905307185,0.6,50_50,50,50,glasso
-67.06058817036872,0.6,50_50,50,50,glasso
-67.09753524838872,0.6,50_50,50,50,glasso
-67.13472618152213,0.6,50_50,50,50,glasso
-67.17215693246494,0.6,50_50,50,50,glasso
-67.20982353087201,0.6,50_50,50,50,glasso
-67.24764391036994,0.39999999999999997,50_50,50,50,glasso
-67.28563898778447,0.39999999999999997,50_50,50,50,glasso
-67.3238589428614,0.39999999999999997,50_50,50,50,glasso
-67.36230007151427,0.39999999999999997,50_50,50,50,glasso
-61.519065762418954,1224.2,100_50,100,50,glasso
-61.143641355619636,1059.2,100_50,100,50,glasso
-60.92219573800283,920.6,100_50,100,50,glasso
-60.79017619670402,791.6,100_50,100,50,glasso
-60.72617277879649,691.6,100_50,100,50,glasso
-60.69835936066375,600.8,100_50,100,50,glasso
-60.70077110313168,519,100_50,100,50,glasso
-60.73889702664814,450,100_50,100,50,glasso
-60.794676532457274,377.8,100_50,100,50,glasso
-60.857373607539,316.4,100_50,100,50,glasso
-60.93597020214318,267.2,100_50,100,50,glasso
-61.027993470415765,223.2,100_50,100,50,glasso
-61.12618630024515,181.4,100_50,100,50,glasso
-61.230285287179726,151.8,100_50,100,50,glasso
-61.3398888606583,122.2,100_50,100,50,glasso
-61.447409185873916,100.8,100_50,100,50,glasso
-61.55443228717163,80.4,100_50,100,50,glasso
-61.66060019840188,64.8,100_50,100,50,glasso
-61.76364071722828,55,100_50,100,50,glasso
-61.86990389025203,46.4,100_50,100,50,glasso
-61.9748118145233,41.2,100_50,100,50,glasso
-62.0788473666567,37.6,100_50,100,50,glasso
-62.183134405159564,33.8,100_50,100,50,glasso
-62.286708849524345,31.6,100_50,100,50,glasso
-62.38964800289943,28.6,100_50,100,50,glasso
-62.49086428027343,26.8,100_50,100,50,glasso
-62.59097592098135,24.8,100_50,100,50,glasso
-62.68880045011693,23,100_50,100,50,glasso
-62.78254694339396,22.2,100_50,100,50,glasso
-62.87633726909833,21,100_50,100,50,glasso
-62.96825395504088,19.6,100_50,100,50,glasso
-63.05678527385716,17.2,100_50,100,50,glasso
-63.141430601995104,16,100_50,100,50,glasso
-63.2239922727207,15.2,100_50,100,50,glasso
-63.30663565123103,14.6,100_50,100,50,glasso
-63.38723412016196,13,100_50,100,50,glasso
-63.46428852018942,13,100_50,100,50,glasso
-63.54109801524647,12.2,100_50,100,50,glasso
-63.61574679742013,11.6,100_50,100,50,glasso
-63.689112324958415,11,100_50,100,50,glasso
-63.76018009795258,10,100_50,100,50,glasso
-63.829927907138185,9.6,100_50,100,50,glasso
-63.89835910172578,8.8,100_50,100,50,glasso
-63.96515479862386,8.2,100_50,100,50,glasso
-64.03116328564214,7.4,100_50,100,50,glasso
-64.09566078054429,6.8,100_50,100,50,glasso
-64.16027035145423,6.8,100_50,100,50,glasso
-64.22468117945424,6.4,100_50,100,50,glasso
-64.28938889174107,6.4,100_50,100,50,glasso
-64.35350322945338,5.8,100_50,100,50,glasso
-64.41649995924563,5.6,100_50,100,50,glasso
-64.47976353643817,5.4,100_50,100,50,glasso
-64.54330136883111,5.4,100_50,100,50,glasso
-64.60728644621793,5.2,100_50,100,50,glasso
-64.67066624335767,4.8,100_50,100,50,glasso
-64.73335054367968,4.4,100_50,100,50,glasso
-64.79538371077683,4.4,100_50,100,50,glasso
-64.85683146029595,3.8,100_50,100,50,glasso
-64.91653993613137,3.6,100_50,100,50,glasso
-64.97438039290695,2.6,100_50,100,50,glasso
-65.03135547240129,2.6,100_50,100,50,glasso
-65.08881014785777,2.6,100_50,100,50,glasso
-65.14673268548538,2.6,100_50,100,50,glasso
-65.20468538699319,2.2,100_50,100,50,glasso
-65.26189158837197,1.8,100_50,100,50,glasso
-65.31933521590867,1.6,100_50,100,50,glasso
-65.37692628698201,1.4,100_50,100,50,glasso
-65.43487419476116,1.4,100_50,100,50,glasso
-65.49274315752332,1,100_50,100,50,glasso
-65.55023317040131,1,100_50,100,50,glasso
-65.60813619963537,1,100_50,100,50,glasso
-65.66627948749274,0.8,100_50,100,50,glasso
-65.72433964804324,0.6,100_50,100,50,glasso
-65.78246617907251,0.6,100_50,100,50,glasso
-65.84097692507393,0.6,100_50,100,50,glasso
-65.89967075284288,0.4,100_50,100,50,glasso
-65.95849035601631,0.2,100_50,100,50,glasso
-66.017446624378607,0.2,100_50,100,50,glasso
-66.07675832451402,0.2,100_50,100,50,glasso
-66.13641722883315,0.2,100_50,100,50,glasso
-66.1963674708314,0,100_50,100,50,glasso
-66.2564434700663,0,100_50,100,50,glasso
-66.31684550839044,0,100_50,100,50,glasso
-66.37756602164131,0,100_50,100,50,glasso
-66.43859760542219,0,100_50,100,50,glasso
-66.49993301121285,0,100_50,100,50,glasso
-66.56156514259098,0,100_50,100,50,glasso
-66.62348705156076,0,100_50,100,50,glasso
-66.68569193498499,0,100_50,100,50,glasso
-66.74817313111764,0,100_50,100,50,glasso
-66.81092411623325,0,100_50,100,50,glasso
-66.87393850135024,0,100_50,100,50,glasso
-66.937210029045,0,100_50,100,50,glasso
-67.000732570354,0,100_50,100,50,glasso
-67.06450012176086,0,100_50,100,50,glasso
-67.12850680226595,0,100_50,100,50,glasso
-67.19274685053577,0,100_50,100,50,glasso
-67.25721462212957,0,100_50,100,50,glasso
-67.32190458680087,0,100_50,100,50,glasso
-67.38681132587156,0,100_50,100,50,glasso
-111.99546717517423,4950,50_100,50,100,glasso
-111.884359732993,4347.2,50_100,50,100,glasso
-111.80088979754528,3798.6,50_100,50,100,glasso
-111.73963097386452,3317.2,50_100,50,100,glasso
-111.68835500613743,2869.8,50_100,50,100,glasso
-111.64571582299097,2471.8,50_100,50,100,glasso
-111.61321999874203,2101.8,50_100,50,100,glasso
-111.59618119512066,1769.2,50_100,50,100,glasso
-111.58848515678352,1486.2,50_100,50,100,glasso
-111.57650958454735,1228,50_100,50,100,glasso
-111.56302528890757,1010.8,50_100,50,100,glasso
-111.55680936049345,814.2,50_100,50,100,glasso
-111.54470019882352,659.6,50_100,50,100,glasso
-111.53391479008714,533.6,50_100,50,100,glasso
-111.52699003987571,428.8,50_100,50,100,glasso
-111.52824154117586,344,50_100,50,100,glasso
-111.53813159890888,273.8,50_100,50,100,glasso
-111.55009083244651,217.2,50_100,50,100,glasso
-111.56071377228933,172.6,50_100,50,100,glasso
-111.57329591302934,140.6,50_100,50,100,glasso
-111.5861910883807,115.6,50_100,50,100,glasso
-111.59914814982847,94.6,50_100,50,100,glasso
-111.61069954906081,78.2,50_100,50,100,glasso
-111.62285996919488,63,50_100,50,100,glasso
-111.63366351918029,53.6,50_100,50,100,glasso
-111.64373060475785,44,50_100,50,100,glasso
-111.65519995319026,36.8,50_100,50,100,glasso
-111.66703215283805,29,50_100,50,100,glasso
-111.6784246266471,25.4,50_100,50,100,glasso
-111.69042690798203,23.2,50_100,50,100,glasso
-111.70221186861966,20,50_100,50,100,glasso
-111.71389737645504,18,50_100,50,100,glasso
-111.72448915451166,15.6,50_100,50,100,glasso
-111.73503588728781,14.8,50_100,50,100,glasso
-111.74554670078321,13.4,50_100,50,100,glasso
-111.75551448998277,11.6,50_100,50,100,glasso
-111.76525297242786,10.8,50_100,50,100,glasso
-111.77486572931703,10.2,50_100,50,100,glasso
-111.78435639855773,9.6,50_100,50,100,glasso
-111.79338553813525,9,50_100,50,100,glasso
-111.80166124975034,7.6,50_100,50,100,glasso
-111.80939576036617,7,50_100,50,100,glasso
-111.81618675061195,6.2,50_100,50,100,glasso
-111.82256252879382,6,50_100,50,100,glasso
-111.82921007681506,6,50_100,50,100,glasso
-111.8361328222457,5.4,50_100,50,100,glasso
-111.84319742224424,4.4,50_100,50,100,glasso
-111.84979316001126,4.2,50_100,50,100,glasso
-111.85653358503122,3.6,50_100,50,100,glasso
-111.86291018207949,3.2,50_100,50,100,glasso
-111.86929734807224,2.8,50_100,50,100,glasso
-111.87585597179338,2.8,50_100,50,100,glasso
-111.8825710154421,2.6,50_100,50,100,glasso
-111.88955786812588,2.6,50_100,50,100,glasso
-111.89672453289788,2.4,50_100,50,100,glasso
-111.90406733505841,2.4,50_100,50,100,glasso
-111.91150870879328,2.2,50_100,50,100,glasso
-111.91891617206156,2,50_100,50,100,glasso
-111.9264158719589,1.6,50_100,50,100,glasso
-111.93372227136145,1.2,50_100,50,100,glasso
-111.94096266124768,1.2,50_100,50,100,glasso
-111.94846522823408,1.2,50_100,50,100,glasso
-111.95622799909727,1.2,50_100,50,100,glasso
-111.96424901785502,1.2,50_100,50,100,glasso
-111.97241830151653,1,50_100,50,100,glasso
-111.98064334505152,0.6,50_100,50,100,glasso
-111.98899901207758,0.6,50_100,50,100,glasso
-111.99760618535996,0.6,50_100,50,100,glasso
-112.00646270316416,0.4,50_100,50,100,glasso
-112.01551771887962,0.4,50_100,50,100,glasso
-112.02481882088756,0.4,50_100,50,100,glasso
-112.03436418309387,0.4,50_100,50,100,glasso
-112.0441519950474,0.4,50_100,50,100,glasso
-112.05418046177438,0.4,50_100,50,100,glasso
-112.06444780361534,0.4,50_100,50,100,glasso
-112.07495225606378,0.4,50_100,50,100,glasso
-112.08569206960726,0.4,50_100,50,100,glasso
-112.09651536376698,0.2,50_100,50,100,glasso
-112.1075421153065,0.2,50_100,50,100,glasso
-112.11879946159561,0.2,50_100,50,100,glasso
-112.13028571054933,0.2,50_100,50,100,glasso
-112.14199918431439,0.2,50_100,50,100,glasso
-112.15393821912187,0.2,50_100,50,100,glasso
-112.16610116514177,0.2,50_100,50,100,glasso
-112.17848638633947,0.2,50_100,50,100,glasso
-112.19109226033385,0.2,50_100,50,100,glasso
-112.20391717825727,0.2,50_100,50,100,glasso
-112.21695954461732,0.2,50_100,50,100,glasso
-112.23021777716039,0.2,50_100,50,100,glasso
-112.2436856971493,0,50_100,50,100,glasso
-112.25720683922997,0,50_100,50,100,glasso
-112.27093949675104,0,50_100,50,100,glasso
-112.28488213851091,0,50_100,50,100,glasso
-112.29903324588915,0,50_100,50,100,glasso
-112.3133913127199,0,50_100,50,100,glasso
-112.32795484516649,0,50_100,50,100,glasso
-112.34272236159816,0,50_100,50,100,glasso
-112.35769239246757,0,50_100,50,100,glasso
-112.3728634801905,0,50_100,50,100,glasso
-112.38823417902644,0,50_100,50,100,glasso
-112.56264262839827,4950,100_100,100,100,glasso
-112.14400512802375,4086.4,100_100,100,100,glasso
-111.88221444119246,3333.2,100_100,100,100,glasso
-111.7545822129368,2670.2,100_100,100,100,glasso
-111.669108524067,2105.8,100_100,100,100,glasso
-111.60656768149842,1636,100_100,100,100,glasso
-111.55489863738495,1240,100_100,100,100,glasso
-111.51439317353149,920.6,100_100,100,100,glasso
-111.49835975388928,668.4,100_100,100,100,glasso
-111.51436110373339,483.6,100_100,100,100,glasso
-111.5480782909308,340.8,100_100,100,100,glasso
-111.59066282398683,239.8,100_100,100,100,glasso
-111.64402067310625,173.8,100_100,100,100,glasso
-111.70027068996887,121.2,100_100,100,100,glasso
-111.75888444477346,84.6,100_100,100,100,glasso
-111.82326584346576,62.6,100_100,100,100,glasso
-111.88974138228785,49.4,100_100,100,100,glasso
-111.95513014992214,39.8,100_100,100,100,glasso
-112.01944956502754,34.8,100_100,100,100,glasso
-112.08267271129925,29,100_100,100,100,glasso
-112.14499989088412,26.2,100_100,100,100,glasso
-112.20602956017362,23.8,100_100,100,100,glasso
-112.26487711728467,20.2,100_100,100,100,glasso
-112.32072307846717,18.6,100_100,100,100,glasso
-112.37597271969354,17.2,100_100,100,100,glasso
-112.42943879834414,15.6,100_100,100,100,glasso
-112.48247570264866,15.2,100_100,100,100,glasso
-112.5346407677396,14,100_100,100,100,glasso
-112.58500712589102,12.6,100_100,100,100,glasso
-112.63268900144274,11.4,100_100,100,100,glasso
-112.67866692157851,10.4,100_100,100,100,glasso
-112.72394629370596,9.6,100_100,100,100,glasso
-112.76901779418343,8.4,100_100,100,100,glasso
-112.81281504377844,7.2,100_100,100,100,glasso
-112.85576722023788,7.2,100_100,100,100,glasso
-112.89922947279592,6.2,100_100,100,100,glasso
-112.94243353853108,6,100_100,100,100,glasso
-112.9854149942089,5.4,100_100,100,100,glasso
-113.02878174402306,5.2,100_100,100,100,glasso
-113.07278646347048,4.8,100_100,100,100,glasso
-113.11685444508642,4.2,100_100,100,100,glasso
-113.16122494284544,4.2,100_100,100,100,glasso
-113.20636312687391,4,100_100,100,100,glasso
-113.25156459416995,4,100_100,100,100,glasso
-113.29770972248512,3.8,100_100,100,100,glasso
-113.34481026284858,3.8,100_100,100,100,glasso
-113.39279923521138,3.8,100_100,100,100,glasso
-113.4415764207397,3.6,100_100,100,100,glasso
-113.4901856756219,3.2,100_100,100,100,glasso
-113.5396220100921,3.2,100_100,100,100,glasso
-113.58989466765436,3.2,100_100,100,100,glasso
-113.64099031216574,3.2,100_100,100,100,glasso
-113.69205144124432,2.4,100_100,100,100,glasso
-113.74289672817034,2.2,100_100,100,100,glasso
-113.7943061165317,2.2,100_100,100,100,glasso
-113.84631434056902,2,100_100,100,100,glasso
-113.89873303198321,1.8,100_100,100,100,glasso
-113.95188426020707,1.8,100_100,100,100,glasso
-114.00564888698919,1.6,100_100,100,100,glasso
-114.05990868841346,1.6,100_100,100,100,glasso
-114.11489687566647,1.6,100_100,100,100,glasso
-114.17023804027384,1.4,100_100,100,100,glasso
-114.22617557059262,1.2,100_100,100,100,glasso
-114.28254012499943,1.2,100_100,100,100,glasso
-114.33959215855423,1.2,100_100,100,100,glasso
-114.397321057066,1.2,100_100,100,100,glasso
-114.4555832922392,1,100_100,100,100,glasso
-114.51424003346311,1,100_100,100,100,glasso
-114.57347841124302,0.8,100_100,100,100,glasso
-114.63289147227594,0.8,100_100,100,100,glasso
-114.69293443926206,0.8,100_100,100,100,glasso
-114.75359767258965,0.8,100_100,100,100,glasso
-114.81472160638651,0.4,100_100,100,100,glasso
-114.8762879010317,0.4,100_100,100,100,glasso
-114.93844781674406,0.4,100_100,100,100,glasso
-115.00104287734734,0.2,100_100,100,100,glasso
-115.06404526495886,0.2,100_100,100,100,glasso
-115.12761571647307,0.2,100_100,100,100,glasso
-115.19174560500569,0.2,100_100,100,100,glasso
-115.25642643811878,0.2,100_100,100,100,glasso
-115.3213420191955,0,100_100,100,100,glasso
-115.38673858631333,0,100_100,100,100,glasso
-115.45266287647978,0,100_100,100,100,glasso
-115.51910690471888,0,100_100,100,100,glasso
-115.58606280870512,0,100_100,100,100,glasso
-115.65352284655022,0,100_100,100,100,glasso
-115.72147939463707,0,100_100,100,100,glasso
-115.78992494549975,0,100_100,100,100,glasso
-115.85885210574803,0,100_100,100,100,glasso
-115.92825359403568,0,100_100,100,100,glasso
-115.9981222390716,0,100_100,100,100,glasso
-116.0684509776723,0,100_100,100,100,glasso
-116.13923285285496,0,100_100,100,100,glasso
-116.2104610119702,0,100_100,100,100,glasso
-116.28212870487347,0,100_100,100,100,glasso
-116.35422928213396,0,100_100,100,100,glasso
-116.42675619328065,0,100_100,100,100,glasso
-116.49970298508387,0,100_100,100,100,glasso
-116.57306329987226,0,100_100,100,100,glasso
-116.64683087388384,0,100_100,100,100,glasso
-111.86645572980788,4949.6,200_100,200,100,glasso
-111.12489001287528,3754.8,200_100,200,100,glasso
-110.76399752222628,2754.8,200_100,200,100,glasso
-110.60518353330636,1947,200_100,200,100,glasso
-110.57121769124234,1324.6,200_100,200,100,glasso
-110.60222887911533,886.2,200_100,200,100,glasso
-110.68656665234516,560.2,200_100,200,100,glasso
-110.78750338963519,344.6,200_100,200,100,glasso
-110.89559840058965,209.4,200_100,200,100,glasso
-111.02120896848422,138.4,200_100,200,100,glasso
-111.15607892625073,91.6,200_100,200,100,glasso
-111.28854293417433,61.6,200_100,200,100,glasso
-111.41888538626061,45,200_100,200,100,glasso
-111.54841181911037,37,200_100,200,100,glasso
-111.67237707123341,29.4,200_100,200,100,glasso
-111.79487316940607,26.8,200_100,200,100,glasso
-111.91776344051706,23.8,200_100,200,100,glasso
-112.03702720186308,22.2,200_100,200,100,glasso
-112.15600497155384,21.6,200_100,200,100,glasso
-112.2756934546738,20.4,200_100,200,100,glasso
-112.39458614875937,19.4,200_100,200,100,glasso
-112.5121780884608,18.4,200_100,200,100,glasso
-112.62838459695874,17.2,200_100,200,100,glasso
-112.74289209118638,16.2,200_100,200,100,glasso
-112.85670169958073,15.6,200_100,200,100,glasso
-112.96881801889873,13.8,200_100,200,100,glasso
-113.07835249208034,12.6,200_100,200,100,glasso
-113.1854306490491,12,200_100,200,100,glasso
-113.29183997224165,10.8,200_100,200,100,glasso
-113.3946327759252,9.4,200_100,200,100,glasso
-113.49458241505998,7.8,200_100,200,100,glasso
-113.59148621664409,6.6,200_100,200,100,glasso
-113.68826352643215,6,200_100,200,100,glasso
-113.78569617782009,5.2,200_100,200,100,glasso
-113.88271948063735,5,200_100,200,100,glasso
-113.98031312855636,4.6,200_100,200,100,glasso
-114.07849800110819,4,200_100,200,100,glasso
-114.17766087111917,3.8,200_100,200,100,glasso
-114.27833377870897,3.8,200_100,200,100,glasso
-114.37944352837185,3.6,200_100,200,100,glasso
-114.48191909118589,3.4,200_100,200,100,glasso
-114.5852105065737,3.4,200_100,200,100,glasso
-114.6899762286595,3.4,200_100,200,100,glasso
-114.79557460414178,3,200_100,200,100,glasso
-114.9014870602529,3,200_100,200,100,glasso
-115.00878257126583,3,200_100,200,100,glasso
-115.11720078386317,2.8,200_100,200,100,glasso
-115.22654719589515,2.6,200_100,200,100,glasso
-115.33675346294278,2.6,200_100,200,100,glasso
-115.4479177223657,2.2,200_100,200,100,glasso
-115.55965448992566,2,200_100,200,100,glasso
-115.67232890634158,2,200_100,200,100,glasso
-115.78618164841424,1.8,200_100,200,100,glasso
-115.90054977466995,1.8,200_100,200,100,glasso
-116.01605231600308,1.8,200_100,200,100,glasso
-116.13256189801415,1.6,200_100,200,100,glasso
-116.24944778861291,1.6,200_100,200,100,glasso
-116.36716428227085,1.2,200_100,200,100,glasso
-116.48477900436596,1.2,200_100,200,100,glasso
-116.60341407108314,1.2,200_100,200,100,glasso
-116.7230452023906,1.2,200_100,200,100,glasso
-116.84340831148953,1,200_100,200,100,glasso
-116.96442888650705,1,200_100,200,100,glasso
-117.08637992970738,1,200_100,200,100,glasso
-117.20896197402662,0.8,200_100,200,100,glasso
-117.33222525994199,0.8,200_100,200,100,glasso
-117.45635773084466,0.8,200_100,200,100,glasso
-117.58089523063688,0.4,200_100,200,100,glasso
-117.70550723461432,0.2,200_100,200,100,glasso
-117.83057047039497,0.2,200_100,200,100,glasso
-117.95643294166297,0.2,200_100,200,100,glasso
-118.08299539211171,0,200_100,200,100,glasso
-118.21004475761117,0,200_100,200,100,glasso
-118.33783956489022,0,200_100,200,100,glasso
-118.46636197447563,0,200_100,200,100,glasso
-118.5955945326545,0,200_100,200,100,glasso
-118.7255201619619,0,200_100,200,100,glasso
-118.85612215194,0,200_100,200,100,glasso
-118.98738415016034,0,200_100,200,100,glasso
-119.11929015350044,0,200_100,200,100,glasso
-119.25182449966648,0,200_100,200,100,glasso
-119.38497185895433,0,200_100,200,100,glasso
-119.51871722624044,0,200_100,200,100,glasso
-119.65304591319652,0,200_100,200,100,glasso
-119.78794354071967,0,200_100,200,100,glasso
-119.92339603157163,0,200_100,200,100,glasso
-120.05938960322075,0,200_100,200,100,glasso
-120.19591076087951,0,200_100,200,100,glasso
-120.33294629073248,0,200_100,200,100,glasso
-120.4704832533479,0,200_100,200,100,glasso
-120.60850897726752,0,200_100,200,100,glasso
-120.74701105276937,0,200_100,200,100,glasso
-120.88597732579763,0,200_100,200,100,glasso
-121.02539589205486,0,200_100,200,100,glasso
-121.16525509125171,0,200_100,200,100,glasso
-121.30554350150862,0,200_100,200,100,glasso
-121.44624993390589,0,200_100,200,100,glasso
-121.58736342717674,0,200_100,200,100,glasso
-121.72887324253968,0,200_100,200,100,glasso
-121.87076885866576,0,200_100,200,100,glasso
-215.111255002551,19900,100_200,100,200,glasso
-215.0563384954623,17665.4,100_200,100,200,glasso
-215.0087499938018,15583,100_200,100,200,glasso
-214.96753847797507,13634.8,100_200,100,200,glasso
-214.93511275843315,11827,100_200,100,200,glasso
-214.90652083497824,10193.6,100_200,100,200,glasso
-214.88472197417508,8751.8,100_200,100,200,glasso
-214.86743873031358,7462.2,100_200,100,200,glasso
-214.85375464296928,6335.4,100_200,100,200,glasso
-214.8436913047709,5392.4,100_200,100,200,glasso
-214.8351410182286,4550.4,100_200,100,200,glasso
